,emotion_label,source,actors,path,emotion2,emotion3,emotion4,emotion5
21,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_death_fear.wav,negative_female,fear_female,fear,negative
22,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_bone_fear.wav,negative_female,fear_female,fear,negative
23,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_chief_fear.wav,negative_female,fear_female,fear,negative
24,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_cab_fear.wav,negative_female,fear_female,fear,negative
25,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_chain_fear.wav,negative_female,fear_female,fear,negative
26,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_boat_fear.wav,negative_female,fear_female,fear,negative
27,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_dog_fear.wav,negative_female,fear_female,fear,negative
28,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_dab_fear.wav,negative_female,fear_female,fear,negative
29,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_dead_fear.wav,negative_female,fear_female,fear,negative
30,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_bar_fear.wav,negative_female,fear_female,fear,negative
31,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_dime_fear.wav,negative_female,fear_female,fear,negative
32,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_came_fear.wav,negative_female,fear_female,fear,negative
33,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_chat_fear.wav,negative_female,fear_female,fear,negative
34,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_cheek_fear.wav,negative_female,fear_female,fear,negative
35,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_limb_fear.wav,negative_female,fear_female,fear,negative
36,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_late_fear.wav,negative_female,fear_female,fear,negative
37,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_loaf_fear.wav,negative_female,fear_female,fear,negative
38,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_hush_fear.wav,negative_female,fear_female,fear,negative
39,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_luck_fear.wav,negative_female,fear_female,fear,negative
40,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_fail_fear.wav,negative_female,fear_female,fear,negative
41,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_home_fear.wav,negative_female,fear_female,fear,negative
42,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_hall_fear.wav,negative_female,fear_female,fear,negative
43,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_jail_fear.wav,negative_female,fear_female,fear,negative
44,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_life_fear.wav,negative_female,fear_female,fear,negative
45,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_kill_fear.wav,negative_female,fear_female,fear,negative
46,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_juice_fear.wav,negative_female,fear_female,fear,negative
47,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_kite_fear.wav,negative_female,fear_female,fear,negative
48,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_gin_fear.wav,negative_female,fear_female,fear,negative
49,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_get_fear.wav,negative_female,fear_female,fear,negative
50,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_lease_fear.wav,negative_female,fear_female,fear,negative
51,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_fit_fear.wav,negative_female,fear_female,fear,negative
52,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_mill_fear.wav,negative_female,fear_female,fear,negative
53,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_keen_fear.wav,negative_female,fear_female,fear,negative
54,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_mob_fear.wav,negative_female,fear_female,fear,negative
55,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_join_fear.wav,negative_female,fear_female,fear,negative
56,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_hire_fear.wav,negative_female,fear_female,fear,negative
57,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_food_fear.wav,negative_female,fear_female,fear,negative
58,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_have_fear.wav,negative_female,fear_female,fear,negative
59,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_jar_fear.wav,negative_female,fear_female,fear,negative
60,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_germ_fear.wav,negative_female,fear_female,fear,negative
61,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_judge_fear.wav,negative_female,fear_female,fear,negative
62,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_king_fear.wav,negative_female,fear_female,fear,negative
63,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_lose_fear.wav,negative_female,fear_female,fear,negative
64,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_gun_fear.wav,negative_female,fear_female,fear,negative
65,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_live_fear.wav,negative_female,fear_female,fear,negative
66,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_lean_fear.wav,negative_female,fear_female,fear,negative
67,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_fall_fear.wav,negative_female,fear_female,fear,negative
68,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_met_fear.wav,negative_female,fear_female,fear,negative
69,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_gap_fear.wav,negative_female,fear_female,fear,negative
70,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_lore_fear.wav,negative_female,fear_female,fear,negative
71,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_far_fear.wav,negative_female,fear_female,fear,negative
72,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_mess_fear.wav,negative_female,fear_female,fear,negative
73,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_haze_fear.wav,negative_female,fear_female,fear,negative
74,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_goose_fear.wav,negative_female,fear_female,fear,negative
75,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_good_fear.wav,negative_female,fear_female,fear,negative
76,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_hash_fear.wav,negative_female,fear_female,fear,negative
77,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_learn_fear.wav,negative_female,fear_female,fear,negative
78,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_knock_fear.wav,negative_female,fear_female,fear,negative
79,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_love_fear.wav,negative_female,fear_female,fear,negative
80,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_laud_fear.wav,negative_female,fear_female,fear,negative
81,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_five_fear.wav,negative_female,fear_female,fear,negative
82,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_match_fear.wav,negative_female,fear_female,fear,negative
83,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_hurl_fear.wav,negative_female,fear_female,fear,negative
84,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_lot_fear.wav,negative_female,fear_female,fear,negative
85,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_merge_fear.wav,negative_female,fear_female,fear,negative
86,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_hate_fear.wav,negative_female,fear_female,fear,negative
87,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_doll_fear.wav,negative_female,fear_female,fear,negative
88,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_hole_fear.wav,negative_female,fear_female,fear,negative
89,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_half_fear.wav,negative_female,fear_female,fear,negative
90,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_keep_fear.wav,negative_female,fear_female,fear,negative
91,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_goal_fear.wav,negative_female,fear_female,fear,negative
92,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_gas_fear.wav,negative_female,fear_female,fear,negative
93,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_make_fear.wav,negative_female,fear_female,fear,negative
94,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_hit_fear.wav,negative_female,fear_female,fear,negative
95,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_kick_fear.wav,negative_female,fear_female,fear,negative
96,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_long_fear.wav,negative_female,fear_female,fear,negative
97,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_jug_fear.wav,negative_female,fear_female,fear,negative
98,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_lid_fear.wav,negative_female,fear_female,fear,negative
99,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_gaze_fear.wav,negative_female,fear_female,fear,negative
100,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_fat_fear.wav,negative_female,fear_female,fear,negative
101,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_door_fear.wav,negative_female,fear_female,fear,negative
102,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_keg_fear.wav,negative_female,fear_female,fear,negative
103,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_sub_fear.wav,negative_female,fear_female,fear,negative
104,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_size_fear.wav,negative_female,fear_female,fear,negative
105,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_should_fear.wav,negative_female,fear_female,fear,negative
106,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_rough_fear.wav,negative_female,fear_female,fear,negative
107,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_rat_fear.wav,negative_female,fear_female,fear,negative
108,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_pool_fear.wav,negative_female,fear_female,fear,negative
109,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_phone_fear.wav,negative_female,fear_female,fear,negative
110,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_tape_fear.wav,negative_female,fear_female,fear,negative
111,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_numb_fear.wav,negative_female,fear_female,fear,negative
112,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_shawl_fear.wav,negative_female,fear_female,fear,negative
113,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_peg_fear.wav,negative_female,fear_female,fear,negative
114,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_shirt_fear.wav,negative_female,fear_female,fear,negative
115,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_neat_fear.wav,negative_female,fear_female,fear,negative
116,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_nice_fear.wav,negative_female,fear_female,fear,negative
117,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_pike_fear.wav,negative_female,fear_female,fear,negative
118,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_thin_fear.wav,negative_female,fear_female,fear,negative
119,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_rose_fear.wav,negative_female,fear_female,fear,negative
120,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_shall_fear.wav,negative_female,fear_female,fear,negative
121,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_search_fear.wav,negative_female,fear_female,fear,negative
122,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_rot_fear.wav,negative_female,fear_female,fear,negative
123,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_soap_fear.wav,negative_female,fear_female,fear,negative
124,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_pass_fear.wav,negative_female,fear_female,fear,negative
125,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_red_fear.wav,negative_female,fear_female,fear,negative
126,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_talk_fear.wav,negative_female,fear_female,fear,negative
127,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_near_fear.wav,negative_female,fear_female,fear,negative
128,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_rain_fear.wav,negative_female,fear_female,fear,negative
129,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_soup_fear.wav,negative_female,fear_female,fear,negative
130,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_moon_fear.wav,negative_female,fear_female,fear,negative
131,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_mouse_fear.wav,negative_female,fear_female,fear,negative
132,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_sell_fear.wav,negative_female,fear_female,fear,negative
133,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_name_fear.wav,negative_female,fear_female,fear,negative
134,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_such_fear.wav,negative_female,fear_female,fear,negative
135,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_mop_fear.wav,negative_female,fear_female,fear,negative
136,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_shack_fear.wav,negative_female,fear_female,fear,negative
137,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_rag_fear.wav,negative_female,fear_female,fear,negative
138,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_mode_fear.wav,negative_female,fear_female,fear,negative
139,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_south_fear.wav,negative_female,fear_female,fear,negative
140,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_sheep_fear.wav,negative_female,fear_female,fear,negative
141,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_ring_fear.wav,negative_female,fear_female,fear,negative
142,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_note_fear.wav,negative_female,fear_female,fear,negative
143,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_mood_fear.wav,negative_female,fear_female,fear,negative
144,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_shout_fear.wav,negative_female,fear_female,fear,negative
145,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_pick_fear.wav,negative_female,fear_female,fear,negative
146,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_pad_fear.wav,negative_female,fear_female,fear,negative
147,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_room_fear.wav,negative_female,fear_female,fear,negative
148,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_said_fear.wav,negative_female,fear_female,fear,negative
149,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_reach_fear.wav,negative_female,fear_female,fear,negative
150,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_puff_fear.wav,negative_female,fear_female,fear,negative
151,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_sure_fear.wav,negative_female,fear_female,fear,negative
152,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_raid_fear.wav,negative_female,fear_female,fear,negative
153,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_tell_fear.wav,negative_female,fear_female,fear,negative
154,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_take_fear.wav,negative_female,fear_female,fear,negative
155,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_road_fear.wav,negative_female,fear_female,fear,negative
156,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_pain_fear.wav,negative_female,fear_female,fear,negative
157,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_team_fear.wav,negative_female,fear_female,fear,negative
158,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_read_fear.wav,negative_female,fear_female,fear,negative
159,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_nag_fear.wav,negative_female,fear_female,fear,negative
160,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_rush_fear.wav,negative_female,fear_female,fear,negative
161,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_sour_fear.wav,negative_female,fear_female,fear,negative
162,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_perch_fear.wav,negative_female,fear_female,fear,negative
163,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_raise_fear.wav,negative_female,fear_female,fear,negative
164,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_sail_fear.wav,negative_female,fear_female,fear,negative
165,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_seize_fear.wav,negative_female,fear_female,fear,negative
166,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_page_fear.wav,negative_female,fear_female,fear,negative
167,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_ripe_fear.wav,negative_female,fear_female,fear,negative
168,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_pole_fear.wav,negative_female,fear_female,fear,negative
169,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_pearl_fear.wav,negative_female,fear_female,fear,negative
170,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_voice_fear.wav,negative_female,fear_female,fear,negative
171,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_witch_fear.wav,negative_female,fear_female,fear,negative
172,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_third_fear.wav,negative_female,fear_female,fear,negative
173,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_vine_fear.wav,negative_female,fear_female,fear,negative
174,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_yes_fear.wav,negative_female,fear_female,fear,negative
175,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_wag_fear.wav,negative_female,fear_female,fear,negative
176,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_week_fear.wav,negative_female,fear_female,fear,negative
177,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_whip_fear.wav,negative_female,fear_female,fear,negative
178,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_walk_fear.wav,negative_female,fear_female,fear,negative
179,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_tip_fear.wav,negative_female,fear_female,fear,negative
180,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_young_fear.wav,negative_female,fear_female,fear,negative
181,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_vote_fear.wav,negative_female,fear_female,fear,negative
182,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_yearn_fear.wav,negative_female,fear_female,fear,negative
183,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_wife_fear.wav,negative_female,fear_female,fear,negative
184,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_wire_fear.wav,negative_female,fear_female,fear,negative
185,fear_female,TESS,female,/gdrive/MyDrive/Projects/ITCproject/data3/OAF_Fear/OAF_wash_fear.wav,negative_female,fear_female,fear,negative
